11/15/2022 at 22:04:13 | INFO | marketdata.financialdata.tickers | [+] Begin extracting company information:
11/15/2022 at 23:43:48 | INFO | marketdata.financialdata.tickers | 8931 left after removing duplicates:
11/15/2022 at 23:43:48 | INFO | marketdata.financialdata.tickers | Removed 4781 unqualified symbols:
11/15/2022 at 23:43:48 | INFO | marketdata.financialdata.tickers | Kept 4150 qualified symbols:
11/15/2022 at 23:43:48 | INFO | marketdata.financialdata.tickers | [+] Add the exchange next to symbol and name
11/15/2022 at 23:43:48 | INFO | marketdata.financialdata.tickers | [+] Join the company sets
11/15/2022 at 23:43:48 | INFO | marketdata.financialdata.tickers | [+] Create company dataframe
11/15/2022 at 23:43:48 | INFO | marketdata.financialdata.tickers | [+] One last check to drop duplicate symbols and names:
11/15/2022 at 23:43:48 | SUCCESS | marketdata.financialdata.tickers | Retrieved all the company stock symbols and names. Returning a pandas dataframe:
11/16/2022 at 00:04:35 | INFO | marketdata.tickers | [+] Begin extracting company information:
11/16/2022 at 00:04:35 | INFO | marketdata.tickers | Get stock market tickers for NYSE exchange
11/16/2022 at 00:04:36 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/A.htm for NYSE exchange
11/16/2022 at 00:04:37 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/B.htm for NYSE exchange
11/16/2022 at 00:04:38 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/C.htm for NYSE exchange
11/16/2022 at 00:04:39 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/D.htm for NYSE exchange
11/16/2022 at 00:04:39 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/E.htm for NYSE exchange
11/16/2022 at 00:04:40 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/F.htm for NYSE exchange
11/16/2022 at 00:04:41 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/G.htm for NYSE exchange
11/16/2022 at 00:04:42 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/H.htm for NYSE exchange
11/16/2022 at 00:04:43 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/I.htm for NYSE exchange
11/16/2022 at 00:04:43 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/J.htm for NYSE exchange
11/16/2022 at 00:04:44 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/K.htm for NYSE exchange
11/16/2022 at 00:04:45 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/L.htm for NYSE exchange
11/16/2022 at 00:04:45 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/M.htm for NYSE exchange
11/16/2022 at 00:04:46 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/N.htm for NYSE exchange
11/16/2022 at 00:04:47 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/O.htm for NYSE exchange
11/16/2022 at 00:04:48 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/P.htm for NYSE exchange
11/16/2022 at 00:04:48 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/Q.htm for NYSE exchange
11/16/2022 at 00:04:49 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/R.htm for NYSE exchange
11/16/2022 at 00:04:50 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/S.htm for NYSE exchange
11/16/2022 at 00:04:51 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/T.htm for NYSE exchange
11/16/2022 at 00:04:52 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/U.htm for NYSE exchange
11/16/2022 at 00:04:52 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/V.htm for NYSE exchange
11/16/2022 at 00:04:53 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/W.htm for NYSE exchange
11/16/2022 at 00:04:54 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/X.htm for NYSE exchange
11/16/2022 at 00:04:54 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/Y.htm for NYSE exchange
11/16/2022 at 00:04:55 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NYSE/Z.htm for NYSE exchange
11/16/2022 at 00:04:55 | INFO | marketdata.tickers | Cleaned the symbols and names by removing hyphens and additional letters
11/16/2022 at 00:04:55 | INFO | marketdata.tickers | Extracted 3588 groups of company symbols and names:
11/16/2022 at 00:04:55 | INFO | marketdata.tickers | 3500 left after removing duplicates:
11/16/2022 at 00:04:55 | INFO | marketdata.tickers | Removed 0 unqualified symbols:
11/16/2022 at 00:04:55 | INFO | marketdata.tickers | Kept 3500 qualified symbols:
11/16/2022 at 00:04:55 | INFO | marketdata.tickers | Get stock market tickers for NASDAQ exchange
11/16/2022 at 00:04:56 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/A.htm for NASDAQ exchange
11/16/2022 at 00:04:57 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/B.htm for NASDAQ exchange
11/16/2022 at 00:04:58 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/C.htm for NASDAQ exchange
11/16/2022 at 00:04:59 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/D.htm for NASDAQ exchange
11/16/2022 at 00:05:00 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/E.htm for NASDAQ exchange
11/16/2022 at 00:05:01 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/F.htm for NASDAQ exchange
11/16/2022 at 00:05:02 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/G.htm for NASDAQ exchange
11/16/2022 at 00:05:03 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/H.htm for NASDAQ exchange
11/16/2022 at 00:05:05 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/I.htm for NASDAQ exchange
11/16/2022 at 00:05:06 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/J.htm for NASDAQ exchange
11/16/2022 at 00:05:07 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/K.htm for NASDAQ exchange
11/16/2022 at 00:05:08 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/L.htm for NASDAQ exchange
11/16/2022 at 00:05:10 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/M.htm for NASDAQ exchange
11/16/2022 at 00:05:11 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/N.htm for NASDAQ exchange
11/16/2022 at 00:05:11 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/O.htm for NASDAQ exchange
11/16/2022 at 00:05:12 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/P.htm for NASDAQ exchange
11/16/2022 at 00:05:13 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/Q.htm for NASDAQ exchange
11/16/2022 at 00:05:14 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/R.htm for NASDAQ exchange
11/16/2022 at 00:05:15 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/S.htm for NASDAQ exchange
11/16/2022 at 00:05:16 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/T.htm for NASDAQ exchange
11/16/2022 at 00:05:17 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/U.htm for NASDAQ exchange
11/16/2022 at 00:05:18 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/V.htm for NASDAQ exchange
11/16/2022 at 00:05:18 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/W.htm for NASDAQ exchange
11/16/2022 at 00:05:20 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/X.htm for NASDAQ exchange
11/16/2022 at 00:05:21 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/Y.htm for NASDAQ exchange
11/16/2022 at 00:05:21 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/NASDAQ/Z.htm for NASDAQ exchange
11/16/2022 at 00:05:21 | INFO | marketdata.tickers | Cleaned the symbols and names by removing hyphens and additional letters
11/16/2022 at 00:05:21 | INFO | marketdata.tickers | Extracted 5743 groups of company symbols and names:
11/16/2022 at 00:05:21 | INFO | marketdata.tickers | 5743 left after removing duplicates:
11/16/2022 at 00:05:21 | INFO | marketdata.tickers | Removed 848 unqualified symbols:
11/16/2022 at 00:05:21 | INFO | marketdata.tickers | Kept 4895 qualified symbols:
11/16/2022 at 00:05:21 | INFO | marketdata.tickers | Get stock market tickers for AMEX exchange
11/16/2022 at 00:05:22 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/A.htm for AMEX exchange
11/16/2022 at 00:05:23 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/B.htm for AMEX exchange
11/16/2022 at 00:05:24 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/C.htm for AMEX exchange
11/16/2022 at 00:05:24 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/D.htm for AMEX exchange
11/16/2022 at 00:05:25 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/E.htm for AMEX exchange
11/16/2022 at 00:05:26 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/F.htm for AMEX exchange
11/16/2022 at 00:05:27 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/G.htm for AMEX exchange
11/16/2022 at 00:05:27 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/H.htm for AMEX exchange
11/16/2022 at 00:05:28 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/I.htm for AMEX exchange
11/16/2022 at 00:05:29 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/J.htm for AMEX exchange
11/16/2022 at 00:05:30 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/K.htm for AMEX exchange
11/16/2022 at 00:05:30 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/L.htm for AMEX exchange
11/16/2022 at 00:05:31 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/M.htm for AMEX exchange
11/16/2022 at 00:05:32 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/N.htm for AMEX exchange
11/16/2022 at 00:05:33 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/O.htm for AMEX exchange
11/16/2022 at 00:05:33 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/P.htm for AMEX exchange
11/16/2022 at 00:05:34 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/Q.htm for AMEX exchange
11/16/2022 at 00:05:35 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/R.htm for AMEX exchange
11/16/2022 at 00:05:36 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/S.htm for AMEX exchange
11/16/2022 at 00:05:36 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/T.htm for AMEX exchange
11/16/2022 at 00:05:37 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/U.htm for AMEX exchange
11/16/2022 at 00:05:38 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/V.htm for AMEX exchange
11/16/2022 at 00:05:39 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/W.htm for AMEX exchange
11/16/2022 at 00:05:39 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/X.htm for AMEX exchange
11/16/2022 at 00:05:40 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/Y.htm for AMEX exchange
11/16/2022 at 00:05:41 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/AMEX/Z.htm for AMEX exchange
11/16/2022 at 00:05:41 | INFO | marketdata.tickers | Cleaned the symbols and names by removing hyphens and additional letters
11/16/2022 at 00:05:41 | INFO | marketdata.tickers | Extracted 2898 groups of company symbols and names:
11/16/2022 at 00:05:41 | INFO | marketdata.tickers | 2892 left after removing duplicates:
11/16/2022 at 00:05:41 | INFO | marketdata.tickers | Removed 0 unqualified symbols:
11/16/2022 at 00:05:41 | INFO | marketdata.tickers | Kept 2892 qualified symbols:
11/16/2022 at 00:05:41 | INFO | marketdata.tickers | Get stock market tickers for OTCBB exchange
11/16/2022 at 00:05:43 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/A.htm for OTCBB exchange
11/16/2022 at 00:05:44 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/B.htm for OTCBB exchange
11/16/2022 at 00:05:45 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/C.htm for OTCBB exchange
11/16/2022 at 00:05:46 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/D.htm for OTCBB exchange
11/16/2022 at 00:05:47 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/E.htm for OTCBB exchange
11/16/2022 at 00:05:48 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/F.htm for OTCBB exchange
11/16/2022 at 00:05:49 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/G.htm for OTCBB exchange
11/16/2022 at 00:05:50 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/H.htm for OTCBB exchange
11/16/2022 at 00:05:52 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/I.htm for OTCBB exchange
11/16/2022 at 00:05:53 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/J.htm for OTCBB exchange
11/16/2022 at 00:05:54 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/K.htm for OTCBB exchange
11/16/2022 at 00:05:55 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/L.htm for OTCBB exchange
11/16/2022 at 00:05:56 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/M.htm for OTCBB exchange
11/16/2022 at 00:05:57 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/N.htm for OTCBB exchange
11/16/2022 at 00:05:58 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/O.htm for OTCBB exchange
11/16/2022 at 00:05:59 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/P.htm for OTCBB exchange
11/16/2022 at 00:06:00 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/Q.htm for OTCBB exchange
11/16/2022 at 00:06:01 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/R.htm for OTCBB exchange
11/16/2022 at 00:06:02 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/S.htm for OTCBB exchange
11/16/2022 at 00:06:03 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/T.htm for OTCBB exchange
11/16/2022 at 00:06:04 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/U.htm for OTCBB exchange
11/16/2022 at 00:06:05 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/V.htm for OTCBB exchange
11/16/2022 at 00:06:06 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/W.htm for OTCBB exchange
11/16/2022 at 00:06:07 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/X.htm for OTCBB exchange
11/16/2022 at 00:06:07 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/Y.htm for OTCBB exchange
11/16/2022 at 00:06:08 | INFO | marketdata.tickers | Extracted tickers from http://eoddata.com/stocklist/OTCBB/Z.htm for OTCBB exchange
11/16/2022 at 00:06:08 | INFO | marketdata.tickers | Cleaned the symbols and names by removing hyphens and additional letters
